Age (Years Ago),d18O (per mil)
96.60000000000001,-27.013381896391277
96.7,-27.295754723871013
96.80000000000001,-27.48981619515838
96.9,-28.2671065825651
97.0,-29.02327679936508
97.10000000000001,-29.100300120281567
97.2,-29.188396093441444
97.30000000000001,-28.959433804099557
97.4,-28.174678774254623
97.5,-27.527468062772176
97.60000000000001,-27.308119395431664
97.7,-27.335876331860895
97.80000000000001,-27.600249608791597
97.9,-28.09858090502419
98.0,-28.714654347498527
98.10000000000001,-29.215538086534906
98.2,-29.451839048150585
98.30000000000001,-29.247932924405223
98.4,-28.689039896731995
98.5,-27.905978069524117
98.60000000000001,-27.693411018022577
98.7,-27.89564863986574
98.80000000000001,-28.731008412644712
98.9,-29.578465962277967
99.0,-29.633855106081754
99.10000000000001,-29.466352608960918
99.2,-29.041557120865107
99.30000000000001,-28.61445535101927
99.4,-28.30631603655754
99.5,-27.92449083248782
99.60000000000001,-27.950849488560323
99.7,-28.01752031933835
99.80000000000001,-28.232226595227644
99.9,-28.721856195304845
100.0,-29.176515739588456
100.10000000000001,-29.491165598771172
100.2,-29.806625510378808
100.30000000000001,-29.878891652233992
100.4,-29.80753842266053
100.5,-29.421104050626358
100.60000000000001,-29.090345398314483
